[信息] 2019-06-13 15:08:25.637 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-06-13 15:10:13.289 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-06-13 15:17:18.827 thread:[01] NetUdpServer : 启动引擎
[警告] 2019-06-13 15:19:01.824 thread:[05] NetUdpServer : Receive error, Actual：3
[信息] 2019-07-11 10:58:54.343 thread:[18] NetUdpServer : 请求注册 终端号码：13900017116 终端公网IP：10.114.248.170:4004
[信息] 2019-07-11 10:58:58.543 thread:[19] NetUdpServer : 请求注册 终端号码：13900017116 终端公网IP：10.114.248.170:4004
[信息] 2019-07-11 10:59:24.381 thread:[19] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 11:00:09.275 thread:[20] NetUdpServer : 请求注册 终端号码：13900017116 终端公网IP：10.114.248.170:4004
[信息] 2019-07-11 11:00:12.472 thread:[22] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 11:00:13.354 thread:[22] NetUdpServer : 请求注册 终端号码：13900017116 终端公网IP：10.114.248.170:4004
[信息] 2019-07-11 11:50:16.935 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-07-11 11:50:17.270 thread:[03] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 11:57:40.552 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-07-11 11:58:15.650 thread:[03] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 11:59:02.119 thread:[03] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 11:59:39.244 thread:[05] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 11:59:50.820 thread:[05] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 12:00:00.230 thread:[05] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 12:00:47.221 thread:[05] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 12:01:23.177 thread:[08] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 2 3 64 0 27 0 0 2 0 0 0 0 0 0 0 0 41 0 0 1 194 1 60 0 209 1 194 0 0 0 0 0 0 0 179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 115 4
[信息] 2019-07-11 12:01:35.967 thread:[11] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 2 3 80 0 27 0 0 2 0 0 0 0 0 0 0 0 41 0 0 1 194 1 60 0 210 1 194 0 0 0 0 0 0 0 186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 115 4 87 15 217 0 0 0 0 0 0 0 0 0 0 0 0 0
[信息] 2019-07-11 12:03:47.777 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-07-11 12:04:11.948 thread:[03] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 12:04:32.825 thread:[03] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 02 03 40 00 1B 00 00 02 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 3C 00 D3 01 C2 00 00 00 00 00 00 00 C7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:12:43.082 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-07-11 14:13:10.419 thread:[03] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:13:28.179 thread:[03] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D8 01 C2 00 00 00 B8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:14:09.157 thread:[05] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:14:54.250 thread:[08] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:15:03.758 thread:[10] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:15:13.747 thread:[10] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:15:28.659 thread:[13] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D5 01 C2 00 00 00 AF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:16:10.180 thread:[13] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:16:29.052 thread:[13] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 DA 01 C2 00 00 00 B8 00 00 00 00 00 00 03 50 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 DA 01 C2 00
[信息] 2019-07-11 14:16:54.611 thread:[13] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 50 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D7 01 C2 00 00 00 B5 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04 59 15 F6 00 00 00 00 00 00 00 00 00 00 00 00 00
[信息] 2019-07-11 14:17:28.201 thread:[14] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D6 01 C2 00 00 00 B1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:18:09.412 thread:[18] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:18:46.793 thread:[18] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:18:56.755 thread:[20] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:19:06.733 thread:[20] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:19:29.744 thread:[24] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D6 01 C2 00 00 00 B2 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:20:14.745 thread:[24] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:20:28.515 thread:[25] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D5 01 C2 00 00 00 AE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:21:09.166 thread:[25] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:21:45.736 thread:[25] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:21:55.804 thread:[22] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:22:05.717 thread:[22] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:22:28.539 thread:[21] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D2 01 C2 00 00 00 AD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:23:09.116 thread:[19] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:23:28.787 thread:[19] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D4 01 C2 00 00 00 B3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:24:10.518 thread:[19] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:24:47.759 thread:[19] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:24:57.739 thread:[13] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:25:07.728 thread:[13] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:25:28.420 thread:[11] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D4 01 C2 00 00 00 B1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:26:09.351 thread:[11] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:26:28.810 thread:[11] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D4 01 C2 00 00 00 AD 00 00 00 00 00 00 00 00 00 03 50 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D4
[信息] 2019-07-11 14:26:41.979 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-07-11 14:27:59.375 thread:[03] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:27:59.375 thread:[06] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 50 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D5 01 C2 00 00 00 B4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04 5A 02 D3 00 00 00 00 00 00 00 00 00 00 00 00 00
[信息] 2019-07-11 14:27:59.375 thread:[05] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：10.102.154.0:4002
[信息] 2019-07-11 14:30:12.669 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-07-11 14:30:30.799 thread:[03] NetUdpServer : 发送给DSC的用户数据包 终端号码：13900009603 数据捕获：02 03 40 00 1B 02 00 00 00 00 00 00 00 00 00 00 29 00 00 01 C2 01 2F 00 D4 01 C2 00 00 00 B3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 07 73 04
[信息] 2019-07-11 14:31:12.017 thread:[03] NetUdpServer : 请求注册 终端号码：13900009603 终端公网IP：117.136.116.150:6096 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:07:06.242 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-07-11 17:07:45.429 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:08:15.167 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:09:10.024 thread:[01] NetUdpServer : 启动引擎
[信息] 2019-07-11 17:09:16.126 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:10:36.309 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:01.168 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:01.605 thread:[05] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:01.804 thread:[05] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:01.984 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:02.147 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:02.292 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:02.450 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:02.608 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:02.760 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:02.905 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:03.071 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:03.224 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:03.361 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:03.509 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:03.666 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:03.812 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:03.945 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:04.092 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:04.220 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:04.383 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:04.530 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:04.693 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:04.844 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:04.974 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:05.133 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:05.288 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:05.450 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:05.605 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:05.770 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:05.932 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:06.099 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:06.277 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:06.452 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:06.631 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:08.984 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:09.156 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:09.311 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:09.479 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:09.641 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:09.830 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:09.984 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:10.149 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:10.339 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:10.514 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:10.688 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:10.861 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:11.054 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:11.467 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:11.636 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:11.819 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:12.010 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:12.162 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:12.327 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:12.496 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:25.897 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:26.729 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:26.949 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:27.173 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:27.384 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:31.199 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:31.383 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:31.550 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:31.726 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:31.910 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:32.081 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:32.251 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:32.421 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:32.589 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:32.762 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:32.930 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:33.092 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:33.259 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:33.417 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:33.570 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:33.704 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:33.851 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:34.007 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:34.106 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:36.039 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:37.034 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:38.038 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:39.035 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:40.034 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:41.037 thread:[03] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
[信息] 2019-07-11 17:11:42.036 thread:[09] NetUdpServer : 请求注册 终端号码：13900012385 终端公网IP：127.0.0.1:51091 终端内网IP：10.102.154.0:4002
